Store,Date,Temp,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month
1,4/15/2011,71.27,3.743,215.2918561,7.682,FALSE,2011,4
1,4/22/2011,72.99,3.807,215.4599053,7.682,FALSE,2011,4
1,4/29/2011,72.03,3.81,215.6279544,7.682,FALSE,2011,4
1,5/6/2011,64.61,3.906,215.7960035,7.682,FALSE,2011,5
1,5/13/2011,75.64,3.899,215.9640526,7.682,FALSE,2011,5
1,5/20/2011,67.63,3.907,215.7339202,7.682,FALSE,2011,5
1,5/27/2011,77.72,3.786,215.5037878,7.682,FALSE,2011,5
1,6/3/2011,83,3.699,215.2736553,7.682,FALSE,2011,6
1,6/10/2011,83.13,3.648,215.0435229,7.682,FALSE,2011,6
1,6/17/2011,86.41,3.637,214.9980596,7.682,FALSE,2011,6
1,6/24/2011,83.58,3.594,215.0910982,7.682,FALSE,2011,6
1,7/1/2011,85.55,3.524,215.1841368,7.962,FALSE,2011,7
1,7/8/2011,85.83,3.48,215.2771754,7.962,FALSE,2011,7
1,7/15/2011,88.54,3.575,215.3611087,7.962,FALSE,2011,7
1,7/22/2011,85.77,3.651,215.4222784,7.962,FALSE,2011,7
1,7/29/2011,86.83,3.682,215.4834482,7.962,FALSE,2011,7
1,8/5/2011,91.65,3.684,215.544618,7.962,FALSE,2011,8
1,8/12/2011,90.76,3.638,215.6057878,7.962,FALSE,2011,8
1,8/19/2011,89.94,3.554,215.6693107,7.962,FALSE,2011,8
1,8/26/2011,87.96,3.523,215.7332258,7.962,FALSE,2011,8
1,9/2/2011,87.83,3.533,215.7971409,7.962,FALSE,2011,9
1,9/9/2011,76,3.546,215.861056,7.962,TRUE,2011,9
1,9/16/2011,79.94,3.526,216.0410526,7.962,FALSE,2011,9
1,9/23/2011,75.8,3.467,216.3758246,7.962,FALSE,2011,9
1,9/30/2011,79.69,3.355,216.7105965,7.962,FALSE,2011,9
1,10/7/2011,69.31,3.285,217.0453684,7.866,FALSE,2011,10
1,10/14/2011,71.74,3.274,217.3552733,7.866,FALSE,2011,10
1,10/21/2011,63.71,3.353,217.5159762,7.866,FALSE,2011,10
1,10/28/2011,66.57,3.372,217.6766791,7.866,FALSE,2011,10
1,11/4/2011,54.98,3.332,217.837382,7.866,FALSE,2011,11
1,11/11/2011,59.11,3.297,217.9980849,7.866,FALSE,2011,11
1,11/18/2011,62.25,3.308,218.2205088,7.866,FALSE,2011,11
1,11/25/2011,60.14,3.236,218.4676211,7.866,TRUE,2011,11
1,12/2/2011,48.91,3.172,218.7147333,7.866,FALSE,2011,12
1,12/9/2011,43.93,3.158,218.9618456,7.866,FALSE,2011,12
1,12/16/2011,51.63,3.159,219.1794533,7.866,FALSE,2011,12
1,12/23/2011,47.96,3.112,219.3577216,7.866,FALSE,2011,12
1,12/30/2011,44.55,3.129,219.5359898,7.866,TRUE,2011,12
1,1/6/2012,49.01,3.157,219.7142581,7.348,FALSE,2012,1
1,1/13/2012,48.53,3.261,219.8925263,7.348,FALSE,2012,1
1,1/20/2012,54.11,3.268,219.9856893,7.348,FALSE,2012,1
1,1/27/2012,54.26,3.29,220.0788523,7.348,FALSE,2012,1
1,2/3/2012,56.55,3.36,220.1720153,7.348,FALSE,2012,2
1,2/10/2012,48.02,3.409,220.2651783,7.348,TRUE,2012,2
1,2/17/2012,45.32,3.51,220.4257586,7.348,FALSE,2012,2
1,2/24/2012,57.25,3.555,220.636902,7.348,FALSE,2012,2
1,3/2/2012,60.96,3.63,220.8480454,7.348,FALSE,2012,3
1,3/9/2012,58.76,3.669,221.0591887,7.348,FALSE,2012,3
1,3/16/2012,64.74,3.734,221.2118132,7.348,FALSE,2012,3
1,3/23/2012,65.93,3.787,221.2864126,7.348,FALSE,2012,3
1,3/30/2012,67.61,3.845,221.3610119,7.348,FALSE,2012,3
1,4/6/2012,70.43,3.891,221.4356112,7.143,FALSE,2012,4
1,4/13/2012,69.07,3.891,221.5102105,7.143,FALSE,2012,4
1,4/20/2012,66.76,3.877,221.5640737,7.143,FALSE,2012,4
1,4/27/2012,67.23,3.814,221.6179368,7.143,FALSE,2012,4
1,5/4/2012,75.55,3.749,221.6718,7.143,FALSE,2012,5
1,5/11/2012,73.77,3.688,221.7256632,7.143,FALSE,2012,5
1,5/18/2012,70.33,3.63,221.742674,7.143,FALSE,2012,5
1,5/25/2012,77.22,3.561,221.744944,7.143,FALSE,2012,5
1,6/1/2012,77.95,3.501,221.7472139,7.143,FALSE,2012,6
1,6/8/2012,78.3,3.452,221.7494839,7.143,FALSE,2012,6
1,6/15/2012,79.35,3.393,221.7626421,7.143,FALSE,2012,6
1,6/22/2012,78.39,3.346,221.8030211,7.143,FALSE,2012,6
1,6/29/2012,84.88,3.286,221.8434,7.143,FALSE,2012,6
1,7/6/2012,81.57,3.227,221.8837789,6.908,FALSE,2012,7
1,7/13/2012,77.12,3.256,221.9241579,6.908,FALSE,2012,7
1,7/20/2012,80.42,3.311,221.9327267,6.908,FALSE,2012,7
1,7/27/2012,82.66,3.407,221.9412954,6.908,FALSE,2012,7
1,8/3/2012,86.11,3.417,221.9498642,6.908,FALSE,2012,8
1,8/10/2012,85.05,3.494,221.9584329,6.908,FALSE,2012,8
1,8/17/2012,84.85,3.571,222.0384109,6.908,FALSE,2012,8
1,8/24/2012,77.66,3.62,222.1719457,6.908,FALSE,2012,8
1,8/31/2012,80.49,3.638,222.3054805,6.908,FALSE,2012,8
1,9/7/2012,83.96,3.73,222.4390153,6.908,TRUE,2012,9
1,9/14/2012,74.97,3.717,222.5820193,6.908,FALSE,2012,9
1,9/21/2012,69.87,3.721,222.7818386,6.908,FALSE,2012,9
1,9/28/2012,76.08,3.666,222.9816579,6.908,FALSE,2012,9
1,10/5/2012,68.55,3.617,223.1814772,6.573,FALSE,2012,10
1,10/12/2012,62.99,3.601,223.3812965,6.573,FALSE,2012,10
1,10/19/2012,67.97,3.594,223.4257233,6.573,FALSE,2012,10
1,10/26/2012,69.16,3.506,223.4442513,6.573,FALSE,2012,10
1,11/2/2012,55.32,3.386,223.4627793,6.573,FALSE,2012,11
1,11/9/2012,61.24,3.314,223.4813073,6.573,FALSE,2012,11
1,11/16/2012,52.92,3.252,223.5129105,6.573,FALSE,2012,11
1,11/23/2012,56.23,3.211,223.5619474,6.573,TRUE,2012,11
1,11/30/2012,52.34,3.207,223.6109842,6.573,FALSE,2012,11
1,12/7/2012,64.12,3.198,223.6600211,6.573,FALSE,2012,12
1,12/14/2012,48.89,3.168,223.7192767,6.573,FALSE,2012,12
1,12/21/2012,56.02,3.098,223.8398455,6.573,FALSE,2012,12
1,12/28/2012,44.79,3.108,223.9604143,6.573,TRUE,2012,12
1,1/4/2013,41.73,3.161,224.080983,6.525,FALSE,2013,1
1,1/11/2013,50.32,3.243,224.2015518,6.525,FALSE,2013,1
1,1/18/2013,42.92,3.237,224.2358132,6.525,FALSE,2013,1
1,1/25/2013,53.37,3.227,224.2355518,6.525,FALSE,2013,1
1,2/1/2013,56.46,3.244,224.2352903,6.525,FALSE,2013,2
1,2/8/2013,56.67,3.417,224.2350289,6.525,TRUE,2013,2
1,2/15/2013,49.66,3.475,224.2760526,6.525,FALSE,2013,2
1,2/22/2013,50.25,3.597,224.4202895,6.525,FALSE,2013,2
1,3/1/2013,48.01,3.711,224.5645263,6.525,FALSE,2013,3
1,3/8/2013,50.81,3.658,224.7087632,6.525,FALSE,2013,3
1,3/15/2013,55.33,3.622,224.8356808,6.525,FALSE,2013,3
1,3/22/2013,63.42,3.611,224.9193005,6.525,FALSE,2013,3
1,3/29/2013,51,3.606,225.0029202,6.525,FALSE,2013,3
1,4/5/2013,58.59,3.583,225.0865399,6.314,FALSE,2013,4
1,4/12/2013,62.72,3.529,225.1701596,6.314,FALSE,2013,4
1,4/19/2013,67.1,3.451,225.1701596,6.314,FALSE,2013,4
1,4/26/2013,59.23,3.417,225.1701596,6.314,FALSE,2013,4
1,5/3/2013,66.66,3.386,,,FALSE,2013,5
1,5/10/2013,63.9,3.392,,,FALSE,2013,5
1,5/17/2013,69.53,3.454,,,FALSE,2013,5
1,5/24/2013,77.19,3.494,,,FALSE,2013,5
1,5/31/2013,78.02,3.466,,,FALSE,2013,5
1,6/7/2013,76.44,3.439,,,FALSE,2013,6
1,6/14/2013,79.86,3.431,,,FALSE,2013,6
1,6/21/2013,81.35,3.479,,,FALSE,2013,6
1,6/28/2013,83.94,3.495,,,FALSE,2013,6
1,7/5/2013,79.85,3.422,,,FALSE,2013,7
1,7/12/2013,83.12,3.4,,,FALSE,2013,7
1,7/19/2013,79.26,3.556,,,FALSE,2013,7
1,7/26/2013,81.54,3.62,,,FALSE,2013,7
2,2/5/2010,40.19,2.572,210.7526053,8.324,FALSE,2010,2
2,2/12/2010,38.49,2.548,210.8979935,8.324,TRUE,2010,2
2,2/19/2010,39.69,2.514,210.9451605,8.324,FALSE,2010,2
2,2/26/2010,46.1,2.561,210.9759573,8.324,FALSE,2010,2
2,3/5/2010,47.17,2.625,211.0067542,8.324,FALSE,2010,3
2,3/12/2010,57.56,2.667,211.037551,8.324,FALSE,2010,3
2,3/19/2010,54.52,2.72,210.8733316,8.324,FALSE,2010,3
2,3/26/2010,51.26,2.732,210.6766095,8.324,FALSE,2010,3
2,4/2/2010,63.27,2.719,210.4798874,8.2,FALSE,2010,4
2,4/9/2010,65.41,2.77,210.2831653,8.2,FALSE,2010,4
2,4/16/2010,68.07,2.808,210.1495463,8.2,FALSE,2010,4
2,4/23/2010,65.11,2.795,210.1000648,8.2,FALSE,2010,4
2,4/30/2010,66.98,2.78,210.0505833,8.2,FALSE,2010,4
2,5/7/2010,71.28,2.835,210.0011018,8.2,FALSE,2010,5
2,5/14/2010,73.31,2.854,209.9984585,8.2,FALSE,2010,5
2,5/21/2010,74.83,2.826,210.2768443,8.2,FALSE,2010,5
2,5/28/2010,81.13,2.759,210.5552301,8.2,FALSE,2010,5
2,6/4/2010,81.81,2.705,210.833616,8.2,FALSE,2010,6
2,6/11/2010,83.4,2.668,211.1120018,8.2,FALSE,2010,6
2,6/18/2010,85.81,2.637,211.1096543,8.2,FALSE,2010,6
2,6/25/2010,86.26,2.653,210.9950134,8.2,FALSE,2010,6
2,7/2/2010,82.74,2.669,210.8803726,8.099,FALSE,2010,7
2,7/9/2010,82.59,2.642,210.7657317,8.099,FALSE,2010,7
2,7/16/2010,85.32,2.623,210.7577954,8.099,FALSE,2010,7
2,7/23/2010,87.66,2.608,210.8921319,8.099,FALSE,2010,7
2,7/30/2010,83.49,2.64,211.0264684,8.099,FALSE,2010,7
2,8/6/2010,89.53,2.627,211.1608049,8.099,FALSE,2010,8
2,8/13/2010,89.05,2.692,211.2951413,8.099,FALSE,2010,8
2,8/20/2010,88.7,2.664,211.2596586,8.099,FALSE,2010,8
2,8/27/2010,87.12,2.619,211.2241759,8.099,FALSE,2010,8
2,9/3/2010,81.83,2.577,211.1886931,8.099,FALSE,2010,9
2,9/10/2010,79.09,2.565,211.1532104,8.099,TRUE,2010,9
2,9/17/2010,82.05,2.582,211.1806415,8.099,FALSE,2010,9
2,9/24/2010,81.79,2.624,211.2552578,8.099,FALSE,2010,9
2,10/1/2010,69.24,2.603,211.3298742,8.163,FALSE,2010,10
2,10/8/2010,63.19,2.633,211.4044906,8.163,FALSE,2010,10
2,10/15/2010,65.8,2.72,211.4713286,8.163,FALSE,2010,10
2,10/22/2010,68.5,2.725,211.5187208,8.163,FALSE,2010,10
2,10/29/2010,66.24,2.716,211.5661131,8.163,FALSE,2010,10
2,11/5/2010,57.85,2.689,211.6135053,8.163,FALSE,2010,11
2,11/12/2010,59.69,2.728,211.6608975,8.163,FALSE,2010,11
2,11/19/2010,50.81,2.771,211.5470304,8.163,FALSE,2010,11
2,11/26/2010,62.98,2.735,211.4062867,8.163,TRUE,2010,11
2,12/3/2010,49.33,2.708,211.265543,8.163,FALSE,2010,12
2,12/10/2010,45.5,2.843,211.1247993,8.163,FALSE,2010,12
2,12/17/2010,47.55,2.869,211.0645458,8.163,FALSE,2010,12
2,12/24/2010,49.97,2.886,211.0646599,8.163,FALSE,2010,12
2,12/31/2010,47.3,2.943,211.064774,8.163,TRUE,2010,12
2,1/7/2011,44.69,2.976,211.0648881,8.028,FALSE,2011,1
2,1/14/2011,33.02,2.983,211.1176713,8.028,FALSE,2011,1
2,1/21/2011,41.4,3.016,211.4864691,8.028,FALSE,2011,1
2,1/28/2011,42.83,3.01,211.8552668,8.028,FALSE,2011,1
2,2/4/2011,38.25,2.989,212.2240646,8.028,FALSE,2011,2
2,2/11/2011,33.19,3.022,212.5928624,8.028,TRUE,2011,2
2,2/18/2011,57.83,3.045,212.9033115,8.028,FALSE,2011,2
2,2/25/2011,60.8,3.065,213.190421,8.028,FALSE,2011,2
2,3/4/2011,57.77,3.288,213.4775305,8.028,FALSE,2011,3
2,3/11/2011,52.7,3.459,213.7646401,8.028,FALSE,2011,3
2,3/18/2011,62.32,3.488,214.0156238,8.028,FALSE,2011,3
2,3/25/2011,69.42,3.473,214.2521573,8.028,FALSE,2011,3
2,4/1/2011,55.43,3.524,214.4886908,7.931,FALSE,2011,4
2,4/8/2011,67,3.622,214.7252242,7.931,FALSE,2011,4
2,4/15/2011,69.48,3.743,214.9420631,7.931,FALSE,2011,4
2,4/22/2011,69.39,3.807,215.1096657,7.931,FALSE,2011,4
2,4/29/2011,69.21,3.81,215.2772683,7.931,FALSE,2011,4
2,5/6/2011,61.48,3.906,215.4448709,7.931,FALSE,2011,5
2,5/13/2011,74.61,3.899,215.6124735,7.931,FALSE,2011,5
2,5/20/2011,67.14,3.907,215.3834778,7.931,FALSE,2011,5
2,5/27/2011,76.42,3.786,215.1544822,7.931,FALSE,2011,5
2,6/3/2011,83.07,3.699,214.9254865,7.931,FALSE,2011,6
2,6/10/2011,83.4,3.648,214.6964908,7.931,FALSE,2011,6
2,6/17/2011,86.53,3.637,214.6513538,7.931,FALSE,2011,6
2,6/24/2011,85.17,3.594,214.7441108,7.931,FALSE,2011,6
2,7/1/2011,85.69,3.524,214.8368678,7.852,FALSE,2011,7
2,7/8/2011,87.7,3.48,214.9296249,7.852,FALSE,2011,7
2,7/15/2011,89.83,3.575,215.0134426,7.852,FALSE,2011,7
2,7/22/2011,89.34,3.651,215.0749122,7.852,FALSE,2011,7
2,7/29/2011,90.07,3.682,215.1363819,7.852,FALSE,2011,7
2,8/5/2011,93.34,3.684,215.1978515,7.852,FALSE,2011,8
2,8/12/2011,91.58,3.638,215.2593211,7.852,FALSE,2011,8
2,8/19/2011,89.86,3.554,215.3229307,7.852,FALSE,2011,8
2,8/26/2011,90.45,3.523,215.386897,7.852,FALSE,2011,8
2,9/2/2011,89.64,3.533,215.4508632,7.852,FALSE,2011,9
2,9/9/2011,77.97,3.546,215.5148295,7.852,TRUE,2011,9
2,9/16/2011,78.85,3.526,215.6944378,7.852,FALSE,2011,9
2,9/23/2011,75.58,3.467,216.0282356,7.852,FALSE,2011,9
2,9/30/2011,78.14,3.355,216.3620333,7.852,FALSE,2011,9
2,10/7/2011,69.92,3.285,216.6958311,7.441,FALSE,2011,10
2,10/14/2011,71.67,3.274,217.0048261,7.441,FALSE,2011,10
2,10/21/2011,64.53,3.353,217.1650042,7.441,FALSE,2011,10
2,10/28/2011,65.87,3.372,217.3251824,7.441,FALSE,2011,10
2,11/4/2011,55.53,3.332,217.4853605,7.441,FALSE,2011,11
2,11/11/2011,59.33,3.297,217.6455387,7.441,FALSE,2011,11
2,11/18/2011,62.01,3.308,217.8670218,7.441,FALSE,2011,11
2,11/25/2011,56.36,3.236,218.1130269,7.441,TRUE,2011,11
2,12/2/2011,48.74,3.172,218.3590319,7.441,FALSE,2011,12
2,12/9/2011,41.76,3.158,218.605037,7.441,FALSE,2011,12
2,12/16/2011,50.13,3.159,218.8217928,7.441,FALSE,2011,12
2,12/23/2011,46.66,3.112,218.9995495,7.441,FALSE,2011,12
2,12/30/2011,44.57,3.129,219.1773063,7.441,TRUE,2011,12
2,1/6/2012,46.75,3.157,219.355063,7.057,FALSE,2012,1
2,1/13/2012,45.99,3.261,219.5328198,7.057,FALSE,2012,1
2,1/20/2012,51.7,3.268,219.6258417,7.057,FALSE,2012,1
2,1/27/2012,50.5,3.29,219.7188636,7.057,FALSE,2012,1
2,2/3/2012,55.21,3.36,219.8118854,7.057,FALSE,2012,2
2,2/10/2012,46.98,3.409,219.9049073,7.057,TRUE,2012,2
2,2/17/2012,43.82,3.51,220.0651993,7.057,FALSE,2012,2
2,2/24/2012,54.63,3.555,220.275944,7.057,FALSE,2012,2
2,3/2/2012,58.79,3.63,220.4866886,7.057,FALSE,2012,3
2,3/9/2012,57.11,3.669,220.6974332,7.057,FALSE,2012,3
2,3/16/2012,63.68,3.734,220.8498468,7.057,FALSE,2012,3
2,3/23/2012,64.01,3.787,220.9244858,7.057,FALSE,2012,3
2,3/30/2012,66.83,3.845,220.9991248,7.057,FALSE,2012,3
2,4/6/2012,68.43,3.891,221.0737638,6.891,FALSE,2012,4
2,4/13/2012,68.08,3.891,221.1484028,6.891,FALSE,2012,4
2,4/20/2012,65.69,3.877,221.2021074,6.891,FALSE,2012,4
2,4/27/2012,67.2,3.814,221.255812,6.891,FALSE,2012,4
2,5/4/2012,76.73,3.749,221.3095166,6.891,FALSE,2012,5
2,5/11/2012,73.87,3.688,221.3632212,6.891,FALSE,2012,5
2,5/18/2012,71.27,3.63,221.380331,6.891,FALSE,2012,5
2,5/25/2012,78.19,3.561,221.3828029,6.891,FALSE,2012,5
2,6/1/2012,78.38,3.501,221.3852748,6.891,FALSE,2012,6
2,6/8/2012,78.69,3.452,221.3877467,6.891,FALSE,2012,6
2,6/15/2012,80.56,3.393,221.4009901,6.891,FALSE,2012,6
2,6/22/2012,81.04,3.346,221.4411622,6.891,FALSE,2012,6
2,6/29/2012,86.32,3.286,221.4813343,6.891,FALSE,2012,6
2,7/6/2012,84.2,3.227,221.5215064,6.565,FALSE,2012,7
2,7/13/2012,80.17,3.256,221.5616784,6.565,FALSE,2012,7
2,7/20/2012,83.23,3.311,221.5701123,6.565,FALSE,2012,7
2,7/27/2012,86.37,3.407,221.5785461,6.565,FALSE,2012,7
2,8/3/2012,90.22,3.417,221.5869799,6.565,FALSE,2012,8
2,8/10/2012,88.55,3.494,221.5954138,6.565,FALSE,2012,8
2,8/17/2012,84.79,3.571,221.6751459,6.565,FALSE,2012,8
2,8/24/2012,76.91,3.62,221.8083518,6.565,FALSE,2012,8
2,8/31/2012,82.64,3.638,221.9415576,6.565,FALSE,2012,8
2,9/7/2012,87.65,3.73,222.0747635,6.565,TRUE,2012,9
2,9/14/2012,75.88,3.717,222.2174395,6.565,FALSE,2012,9
2,9/21/2012,71.09,3.721,222.4169362,6.565,FALSE,2012,9
2,9/28/2012,79.45,3.666,222.6164329,6.565,FALSE,2012,9
2,10/5/2012,70.27,3.617,222.8159296,6.17,FALSE,2012,10
2,10/12/2012,60.97,3.601,223.0154263,6.17,FALSE,2012,10
2,10/19/2012,68.08,3.594,223.0598077,6.17,FALSE,2012,10
2,10/26/2012,69.79,3.506,223.0783366,6.17,FALSE,2012,10
2,11/2/2012,56.4,3.386,223.0968655,6.17,FALSE,2012,11
2,11/9/2012,61.9,3.314,223.1153944,6.17,FALSE,2012,11
2,11/16/2012,52.72,3.252,223.1469028,6.17,FALSE,2012,11
2,11/23/2012,58.06,3.211,223.1957173,6.17,TRUE,2012,11
2,11/30/2012,52.64,3.207,223.2445318,6.17,FALSE,2012,11
2,12/7/2012,64.19,3.198,223.2933463,6.17,FALSE,2012,12
2,12/14/2012,47.69,3.168,223.3523969,6.17,FALSE,2012,12
2,12/21/2012,55.14,3.098,223.4728642,6.17,FALSE,2012,12
2,12/28/2012,41.56,3.108,223.5933316,6.17,TRUE,2012,12
2,1/4/2013,39.12,3.161,223.7137989,6.237,FALSE,2013,1
2,1/11/2013,47.42,3.243,223.8342663,6.237,FALSE,2013,1
2,1/18/2013,40.98,3.237,223.86882,6.237,FALSE,2013,1
2,1/25/2013,51.33,3.227,223.8690083,6.237,FALSE,2013,1
2,2/1/2013,54.75,3.244,223.8691966,6.237,FALSE,2013,2
2,2/8/2013,56.08,3.417,223.8693849,6.237,TRUE,2013,2
2,2/15/2013,48.92,3.475,223.9106714,6.237,FALSE,2013,2
2,2/22/2013,48.16,3.597,224.0547032,6.237,FALSE,2013,2
2,3/1/2013,46.08,3.711,224.198735,6.237,FALSE,2013,3
2,3/8/2013,51.12,3.658,224.3427668,6.237,FALSE,2013,3
2,3/15/2013,55.14,3.622,224.469439,6.237,FALSE,2013,3
2,3/22/2013,59.97,3.611,224.5527121,6.237,FALSE,2013,3
2,3/29/2013,50.54,3.606,224.6359852,6.237,FALSE,2013,3
2,4/5/2013,58.3,3.583,224.7192583,6.112,FALSE,2013,4
2,4/12/2013,61.23,3.529,224.8025314,6.112,FALSE,2013,4
2,4/19/2013,67.05,3.451,224.8025314,6.112,FALSE,2013,4
2,4/26/2013,58.13,3.417,224.8025314,6.112,FALSE,2013,4
2,5/3/2013,65.26,3.386,,,FALSE,2013,5
2,5/10/2013,63.51,3.392,,,FALSE,2013,5
2,5/17/2013,70.55,3.454,,,FALSE,2013,5
2,5/24/2013,76.83,3.494,,,FALSE,2013,5
2,5/31/2013,78.05,3.466,,,FALSE,2013,5
2,6/7/2013,76.2,3.439,,,FALSE,2013,6
2,6/14/2013,80.91,3.431,,,FALSE,2013,6
2,6/21/2013,81.11,3.479,,,FALSE,2013,6
2,6/28/2013,85.37,3.495,,,FALSE,2013,6
2,7/5/2013,79.48,3.422,,,FALSE,2013,7
2,7/12/2013,85.41,3.4,,,FALSE,2013,7
2,7/19/2013,79.16,3.556,,,FALSE,2013,7
2,7/26/2013,83.17,3.62,,,FALSE,2013,7
3,2/5/2010,45.71,2.572,214.4248812,7.368,FALSE,2010,2
3,2/12/2010,47.93,2.548,214.5747916,7.368,TRUE,2010,2
3,2/19/2010,47.07,2.514,214.6198868,7.368,FALSE,2010,2
3,2/26/2010,52.05,2.561,214.6475127,7.368,FALSE,2010,2
3,3/5/2010,53.04,2.625,214.6751386,7.368,FALSE,2010,3
3,3/12/2010,63.08,2.667,214.7027646,7.368,FALSE,2010,3
3,3/19/2010,60.42,2.72,214.5301219,7.368,FALSE,2010,3
3,3/26/2010,57.06,2.732,214.3241011,7.368,FALSE,2010,3
3,4/2/2010,65.56,2.719,214.1180803,7.343,FALSE,2010,4
3,4/9/2010,68,2.77,213.9120595,7.343,FALSE,2010,4
3,4/16/2010,66.98,2.808,213.7726889,7.343,FALSE,2010,4
3,4/23/2010,67.87,2.795,213.7221852,7.343,FALSE,2010,4
3,4/30/2010,70.24,2.78,213.6716815,7.343,FALSE,2010,4
3,5/7/2010,73.47,2.835,213.6211778,7.343,FALSE,2010,5
3,5/14/2010,77.18,2.854,213.6196139,7.343,FALSE,2010,5
3,5/21/2010,75.81,2.826,213.9116886,7.343,FALSE,2010,5
3,5/28/2010,78.6,2.759,214.2037634,7.343,FALSE,2010,5
3,6/4/2010,78.53,2.705,214.4958382,7.343,FALSE,2010,6
